title,authors,abstract
Critical Integrated Raman Scattering Intensity near the cubic-tetragonal phase transition in Strontium Titanate,Authors:Jyoti Dhar Sharma,"Abstract:Emphasizing the contribution of Professor Roger A Cowley, FRS to the Theory of Raman Scattering from crystals, the development of the Theory of Raman cattering since 1928 has been briefly discussed. Some experimental studies of Strontium Titanate using Inelastic Neutron Scattering, Raman Scattering, Electro- paramagnetic resonance measurement and X-ray & Gamma Ray techniques has been briefly dis…▽ MoreEmphasizing the contribution of Professor Roger A Cowley, FRS to the Theory of Raman Scattering from crystals, the development of the Theory of Raman cattering since 1928 has been briefly discussed. Some experimental studies of Strontium Titanate using Inelastic Neutron Scattering, Raman Scattering, Electro- paramagnetic resonance measurement and X-ray & Gamma Ray techniques has been briefly discussed. Using Schwabl's semi-phenomenological theory for the soft mode and central peak, we have developed (a) a one-phonon Green's function exhibiting the three peaked structure and (b) a two phonon Green's function involving one hard mode under damped quasiharmonic phonon and one three peaked soft-mode phonon. We have developed the pre-cursor order induced Raman scattering near the displacive phase transition in terms of Green's functions. Using Group Theory, we have predicted the Raman-active modes in Strontium Titanate contributing to Critical Raman Scattering near hard-mode frequencies above and below critical temperature. We have calculated the Critical Integrated Raman Scattering Intensity and the Two-phonon Background Raman Scattering Intensity near hard-mode frequencies above and below the critical temperature. The results show the same trends as observed in some of the experimental observations.△ Less"
Probing dark energy with future surveys,Authors:Roberto Trotta,"Abstract:I review the observational prospects to constrain the equation of state parameter of dark energy and I discuss the potential of future imaging and redshift surveys.
  Bayesian model selection is used to address the question of the level of accuracy on the equation of state parameter that is required before explanations alternative to a cosmological constant become very implausible. I discuss res…▽ MoreI review the observational prospects to constrain the equation of state parameter of dark energy and I discuss the potential of future imaging and redshift surveys.
  Bayesian model selection is used to address the question of the level of accuracy on the equation of state parameter that is required before explanations alternative to a cosmological constant become very implausible. I discuss results in the prediction space of dark energy models. If no significant departure from w=-1 is detected, a precision on w of order 1% will translate into strong evidence against fluid-like dark energy, while decisive evidence will require a precision of order 10^-3.△ Less"
Cosmic Rays: Recent Progress and some Current Questions,Authors:A. M. Hillas,"Abstract:Recent progress suggests we are moving towards a quantitative understanding of the whole cosmic ray spectrum, and that many bumps due to different components and processes hide beneath a relatively smooth total flux between knee and ankle. The knee is much better understood: the KASCADE observations support a rather sharp rigidity cut-off; while theoretical developments (strong magnetic field ge…▽ MoreRecent progress suggests we are moving towards a quantitative understanding of the whole cosmic ray spectrum, and that many bumps due to different components and processes hide beneath a relatively smooth total flux between knee and ankle. The knee is much better understood: the KASCADE observations support a rather sharp rigidity cut-off; while theoretical developments (strong magnetic field generation) indicate that supernova remnants (SNR) of different types should indeed accelerate to a very similar rigidity. X-ray and TeV observations of shell-type SNR produce evidence in favour of acceleration at their outer boundaries. There is some still-disputed evidence that the transition to extragalactic cosmic rays has already occurred just above 10**17 eV, unmarked by an ""ankle"", in which case the whole spectrum can be well described by adding a single power-law source spectrum from many extragalactic sources (but modified by energy losses) to the SNR pre-knee component, if the sources photodisintegrate all nuclei. At the highest energy, the experiments using fluorscence light to calibrate energy do not yet show any conflict with an expected GZK ""termination"". GRBs seem not to make a significant contribution.△ Less"
Yang-Baxter Equations,"Authors:Jacques H. H. Perk,Helen Au-Yang","Abstract:Preprint of an Encyclopedia article (Encyclopedia of Mathematical Physics, eds. J.-P. Françoise, G.L. Naber and Tsou S.T.,Oxford: Elsevier, 2006 (ISBN 978-0-1251-2666-3), volume 5, pages 465-473) extended with an appendix on relations of electric networks and solvable models. We welcome comments, especially on the added appendix. Please, note that the refer…▽ MorePreprint of an Encyclopedia article (Encyclopedia of Mathematical Physics, eds. J.-P. Françoise, G.L. Naber and Tsou S.T.,Oxford: Elsevier, 2006 (ISBN 978-0-1251-2666-3), volume 5, pages 465-473) extended with an appendix on relations of electric networks and solvable models. We welcome comments, especially on the added appendix. Please, note that the reference list has been restricted to only giving a few historical items and sources explicitly used. We apologize in advance for the many omissions.△ Less"
Einstein-Cartan Theory,Authors:Andrzej Trautman,"Abstract:The Einstein--Cartan Theory (ECT) of gravity is a modification of General Relativity Theory (GRT), allowing space-time to have torsion, in addition to curvature, and relating torsion to the density of intrinsic angular momentum. This modification was put forward in 1922 by Elie Cartan, before the discovery of spin. Cartan was influenced by the work of the Cosserat brothers (1909), who considered…▽ MoreThe Einstein--Cartan Theory (ECT) of gravity is a modification of General Relativity Theory (GRT), allowing space-time to have torsion, in addition to curvature, and relating torsion to the density of intrinsic angular momentum. This modification was put forward in 1922 by Elie Cartan, before the discovery of spin. Cartan was influenced by the work of the Cosserat brothers (1909), who considered besides an (asymmetric) force stress tensor also a moments stress tensor in a suitably generalized continuous medium.△ Less"
Bias-Free Estimation in Multicomponent Maximum Likelihood Fits with Component-Dependent Templates,"Authors:P. Catastini,G. Punzi","Abstract:The possibility of strong biases in a multicomponent Maximum Likelihood fits with component-dependent templates has been demonstrated in some toy problems. We discuss here in detail a problem of practical interest, particle identification based on time-of-flight or dE/dx information. We show that large biases can occur in estimating particle fractions in a sample if differences between the momen…▽ MoreThe possibility of strong biases in a multicomponent Maximum Likelihood fits with component-dependent templates has been demonstrated in some toy problems. We discuss here in detail a problem of practical interest, particle identification based on time-of-flight or dE/dx information. We show that large biases can occur in estimating particle fractions in a sample if differences between the momentum spectra of particles are ignored, and we present a more robust fit technique, allowing bias-free estimation even when the particle spectra in the sample are unknown.△ Less"
Perspective alignment in spatial language,"Authors:L. Steels,M. Loetzsch","Abstract:It is well known that perspective alignment plays a major role in the planning and interpretation of spatial language. In order to understand the role of perspective alignment and the cognitive processes involved, we have made precise complete cognitive models of situated embodied agents that self-organise a communication system for dialoging about the position and movement of real world objects…▽ MoreIt is well known that perspective alignment plays a major role in the planning and interpretation of spatial language. In order to understand the role of perspective alignment and the cognitive processes involved, we have made precise complete cognitive models of situated embodied agents that self-organise a communication system for dialoging about the position and movement of real world objects in their immediate surroundings. We show in a series of robotic experiments which cognitive mechanisms are necessary and sufficient to achieve successful spatial language and why and how perspective alignment can take place, either implicitly or based on explicit marking.△ Less"
Chemically Induced Dynamic Nuclear Polarization of 19F Nuclei,Authors:Ilya Kuprov,"Abstract:This study explores, both theoretically and experimentally, the photochemically induced dynamic nuclear polarization (photo-CIDNP) of 19F nuclei, the associated spin relaxation, cross-relaxation and cross-correlation effects, as well as potential applications of 19F CIDNP to protein structure and folding problems. Keywords: CIDNP, relaxation, fluorine, NMR, NOE, TR-CIDNP, tc5b, Trp-cage, GFPThis study explores, both theoretically and experimentally, the photochemically induced dynamic nuclear polarization (photo-CIDNP) of 19F nuclei, the associated spin relaxation, cross-relaxation and cross-correlation effects, as well as potential applications of 19F CIDNP to protein structure and folding problems. Keywords: CIDNP, relaxation, fluorine, NMR, NOE, TR-CIDNP, tc5b, Trp-cage, GFP△ Less"
Pseudoriemannian Nilpotent Lie Groups,Authors:Phillip E. Parker,"Abstract:…with a limited list of references (as required by the publisher) which appears in the Encyclopedia of Mathematical Physics, eds. J.-P. Francoise, G.L. Naber and Tsou S.T.Oxford: Elsevier, 2006. vol.4, pp.94--104.▽ MoreThis is a survey article with a limited list of references (as required by the publisher) which appears in the Encyclopedia of Mathematical Physics, eds. J.-P. Francoise, G.L. Naber and Tsou S.T.Oxford: Elsevier, 2006. vol.4, pp.94--104.△ Less"
Einstein equations: exact solutions,Authors:Jiri Bicak,"Abstract:In Einstein's general relativity, with its nonlinear field equations, the discoveries and analyzes of various specific explicit solutions made a great impact on understanding many of the unforeseen features of the theory. Some solutions found fundamental applications in astrophysics, cosmology and, more recently, in the developments inspired by string theory. In this short article we survey the…▽ MoreIn Einstein's general relativity, with its nonlinear field equations, the discoveries and analyzes of various specific explicit solutions made a great impact on understanding many of the unforeseen features of the theory. Some solutions found fundamental applications in astrophysics, cosmology and, more recently, in the developments inspired by string theory. In this short article we survey the invariant characterization and classification of the solutions and describe the properties and role of the most relevant classes: Minkowski, (anti-)de Sitter spacetimes, spherical Schwarzschild and Reissner-Nordstroem metrics, stationary axisymmetric solutions, radiative metrics describing plane and cylindrical waves, radiative fields of uniformly accelerated sources and Robinson-Trautman solutions. Metrics representing regions of spacetimes filled with matter are also discussed and cosmological models are very briefly mentioned. Some parts of the text are based on a detailed survey which appeared in gr-qc/0004016 (see Ref. 2).△ Less"
Explaining Leibniz-equivalence as difference of non-inertial appearances: dis-solution of the Hole Argument and physical individuation of point-events,"Authors:Luca Lusanna,Massimo Pauri","Abstract:""The last remnant of physical objectivity of space-time"" is disclosed in the case of a continuous family of spatially non-compact models of general relativity (GR). The {\it physical individuation} of point-events is furnished by the intrinsic degrees of freedom of the gravitational field, (viz, the {\it Dirac observables}) that represent - as it were - the {\it ontic} part of the metric field.…▽ More""The last remnant of physical objectivity of space-time"" is disclosed in the case of a continuous family of spatially non-compact models of general relativity (GR). The {\it physical individuation} of point-events is furnished by the intrinsic degrees of freedom of the gravitational field, (viz, the {\it Dirac observables}) that represent - as it were - the {\it ontic} part of the metric field. The physical role of the {\it epistemic} part (viz. the {\it gauge} variables) is likewise clarified as emboding the unavoidable non-inertial aspects of GR. At the end the philosophical import of the {\it Hole Argument} is substantially weakened and in fact the Argument itself dis-solved, while a specific four-dimensional {\it holistic and structuralist} view of space-time, (called {\it point-structuralism}), emerges, including elements common to the tradition of both {\it substantivalism} and {\it relationism}. The observables of our models undergo real {\it temporal change}: this gives new evidence to the fact that statements like the {\it frozen-time} character of evolution, as other ontological claims about GR, are {\it model dependent}. \medskip Forthcoming in Studies in History and Philosophy of Modern Physics△ Less"
Complexity and Philosophy,"Authors:Francis Heylighen,Paul Cilliers,Carlos Gershenson","Abstract:The science of complexity is based on a new way of thinking that stands in sharp contrast to the philosophy underlying Newtonian science, which is based on reductionism, determinism, and objective knowledge. This paper reviews the historical development of this new world view, focusing on its philosophical foundations. Determinism was challenged by quantum mechanics and chaos theory. Systems the…▽ MoreThe science of complexity is based on a new way of thinking that stands in sharp contrast to the philosophy underlying Newtonian science, which is based on reductionism, determinism, and objective knowledge. This paper reviews the historical development of this new world view, focusing on its philosophical foundations. Determinism was challenged by quantum mechanics and chaos theory. Systems theory replaced reductionism by a scientifically based holism. Cybernetics and postmodern social science showed that knowledge is intrinsically subjective. These developments are being integrated under the header of ""complexity science"". Its central paradigm is the multi-agent system. Agents are intrinsically subjective and uncertain about their environment and future, but out of their local interactions, a global organization emerges. Although different philosophers, and in particular the postmodernists, have voiced similar ideas, the paradigm of complexity still needs to be fully assimilated by philosophy. This will throw a new light on old philosophical issues such as relativism, ethics and the role of the subject.△ Less"
Walker's theorem without coordinates,"Authors:Andrzej Derdzinski,Witold Roter","Abstract:We provide a coordinate-free version of the local classification, due to A. G. Walker [Quart. J. Math.Oxford(2) 1, 69 (1950)], of null parallel distributions on pseudo-Riemannian manifolds. The underlying manifold is realized, locally, as the total space of a fibre bundle, each fibre of which is an affine principal bundle over a pseudo-Riemannian manifold.…▽ MoreWe provide a coordinate-free version of the local classification, due to A. G. Walker [Quart. J. Math.Oxford(2) 1, 69 (1950)], of null parallel distributions on pseudo-Riemannian manifolds. The underlying manifold is realized, locally, as the total space of a fibre bundle, each fibre of which is an affine principal bundle over a pseudo-Riemannian manifold. All structures just named are naturally determined by the distribution and the metric, in contrast with the non-canonical choice of coordinates in the usual formulation of Walker's theorem.△ Less"
Classification of the Chiral Z_2 x Z_2 Heterotic String Models,Authors:S. E. M. Nooij,"Abstract:This thesis provides a classification of the chiral content of the heterotic $\mathbbm{Z}_2 \times \mathbbm{Z}_2$ orbifold models. We show that the chiral content of the heterotic $\mathbbm{Z}_2 \times \mathbbm{Z}_2$ orbifold models at any point in the moduli space can be described by a free fermionic model. We present a direct translation between the orbifold formulation and the free fermionic…▽ MoreThis thesis provides a classification of the chiral content of the heterotic $\mathbbm{Z}_2 \times \mathbbm{Z}_2$ orbifold models. We show that the chiral content of the heterotic $\mathbbm{Z}_2 \times \mathbbm{Z}_2$ orbifold models at any point in the moduli space can be described by a free fermionic model. We present a direct translation between the orbifold formulation and the free fermionic construction. We use the free fermionic description for the classification wherein we consider orbifolds with symmetric shifts.
  We show that perturbative three generation models are not obtained in the case of $\mathbbm{Z}_2 \times \mathbbm{Z}_2$ orbifolds with symmetric shifts on complex tori, and that the perturbative three generation models in this class necessarily employ an asymmetric shift. We show that the freedom in the modular invariant phases in the $N = 1$ vacua that control the chiral content, can be interpreted as vacuum expectation values of background fields of the underlying $N = 4$ theory, whose dynamical components are projected out by the $\mathbbm{Z}_2$ fermionic projections. In this class of vacua the chiral content of the models is determined by the underlying $N = 4$ mother theory.△ Less"
Quantum Cosmology,Authors:Martin Bojowald,"Abstract:Quantum cosmology in general denotes the application of quantum physics to the whole universe and thus gives rise to many realizations and examples, covering problems at different mathematical and conceptual levels. It is related to quantum gravity and more specifically describes the application to cosmological situations rather than the construction and analysis of quantum field equations. As t…▽ MoreQuantum cosmology in general denotes the application of quantum physics to the whole universe and thus gives rise to many realizations and examples, covering problems at different mathematical and conceptual levels. It is related to quantum gravity and more specifically describes the application to cosmological situations rather than the construction and analysis of quantum field equations. As there are several different approaches to quantum gravity, equations for quantum cosmology are not unique. Most investigations have been performed in the context of canonical quantization, where Wheeler--DeWitt like equations are the prime object. Applications are mostly conceptual, ranging from possible resolutions of classical singularities and explanations of the uniqueness of the universe to the origin of seeds for a classical world and its initial conditions.△ Less"
sPlot: A Quick Introduction,Authors:Muriel Pivk,"Abstract:The paper advocates the use of a statistical tool dedicated to the exploration of data samples populated by several sources of events. This new technique, called sPlot, is able to unfold the contributions of the different sources to the distribution of a data sample in a given variable. The sPlot tool applies in the context of a Likelihood fit which is performed on the data sample to determine t…▽ MoreThe paper advocates the use of a statistical tool dedicated to the exploration of data samples populated by several sources of events. This new technique, called sPlot, is able to unfold the contributions of the different sources to the distribution of a data sample in a given variable. The sPlot tool applies in the context of a Likelihood fit which is performed on the data sample to determine the yields of the various sources.△ Less"
Existence and uniqueness of solutions for a nonlocal parabolic thermistor-type problem,"Authors:Abderrahmane El Hachimi,Moulay Rchid Sidi Ammi,Delfim F. M. Torres",Abstract:In this paper we prove existence and uniqueness of solutions to a nonlocal parabolic problem which generalizes the electric heating problem of a conducting body.In this paper we prove existence and uniqueness of solutions to a nonlocal parabolic problem which generalizes the electric heating problem of a conducting body.△ Less
Nonconservative Noether's Theorem in Optimal Control,"Authors:Gastao S. F. Frederico,Delfim F. M. Torres","Abstract:We extend Noether's theorem to dynamical optimal control systems being under the action of nonconservative forces. A systematic way of calculating conservation laws for nonconservative optimal control problems is given. As a corollary, the conserved quantities previously obtained in the literature for nonconservative problems of mechanics and the calculus of variations are derived.We extend Noether's theorem to dynamical optimal control systems being under the action of nonconservative forces. A systematic way of calculating conservation laws for nonconservative optimal control problems is given. As a corollary, the conserved quantities previously obtained in the literature for nonconservative problems of mechanics and the calculus of variations are derived.△ Less"
The geometry of mirror symmetry,Authors:R. P. Thomas,"Abstract:We give a brief survey of some of the geometry of mirror symmetry, written in 2004 for the ""Encyclopaedia of Mathematical Physics"". Probably a little bit out of date now in a few places, but hey.We give a brief survey of some of the geometry of mirror symmetry, written in 2004 for the ""Encyclopaedia of Mathematical Physics"". Probably a little bit out of date now in a few places, but hey.△ Less"
"Projective Linking and Boundaries of Positive Holomorphic Chains in Projective Manifolds, Part I","Authors:F. Reese Harvey,H. Blaine Lawson Jr","Abstract:We introduce the notion of the projective linking number Link(M,Z) of a compact oriented real submanifold M of dimension 2p-1 in complex projective n-space P^n with an algebraic subvariety Z in P^n - M of codimension p. This notion is related to projective winding numbers and quasi-plurisubharmonic functions, and it generalizes directly from P^n to any projective manifold. Part 1 of this paper e…▽ MoreWe introduce the notion of the projective linking number Link(M,Z) of a compact oriented real submanifold M of dimension 2p-1 in complex projective n-space P^n with an algebraic subvariety Z in P^n - M of codimension p. This notion is related to projective winding numbers and quasi-plurisubharmonic functions, and it generalizes directly from P^n to any projective manifold. Part 1 of this paper establishes the following result for the case p=1. Let M be an oriented, stable, real analytic curve in P^n. Then M is the boundary of a positive holomorphic 1-chain T with Mass(T) < K in P^n if and only if Link(M,Z) > -K deg(Z) for all algebraic hypersurfaces Z in P^n - M.
  An analogous theorem is implied in any projective manifold. Part 2 of this paper studies similar results for p>1.△ Less"
SPM Bulletin 15,Authors:Boaz Tsaban,Abstract:CONTENTS: On Selective screenability and examples of R. Pol. Workshops and conferences: TheOxfordConference on Topology and Computer Science in Honour of Peter Collins and Mike Reed; Boise Extravaganza In Set Theory (BEST2006). Research announcements: The isometry group of the Urysohn space as a Levy group; Chasing Silver; Disjoint Non-Free Subgoups of Abe…▽ MoreCONTENTS: On Selective screenability and examples of R. Pol. Workshops and conferences: TheOxfordConference on Topology and Computer Science in Honour of Peter Collins and Mike Reed; Boise Extravaganza In Set Theory (BEST2006). Research announcements: The isometry group of the Urysohn space as a Levy group; Chasing Silver; Disjoint Non-Free Subgoups of Abelian Groups; Characterizing metric spaces whose hyperspaces are absolute neighborhood retracts; A Vitali set can be homeomorphic to its complement; o-Boundedness of free objects over a Tychonoff space; On the consistency strength of the Milner-Sauer conjecture; Reconstruction of manifolds and subsets of normed spaces from subgroups of their homeomorphism groups; Reconstruction theorem for homeomorphism groups without small sets and non-shrinking functions of a normed space; Locally Moving Groups and the Reconstruction Problem for Chains and Circles; Divisibility of countable metric spaces; Pre-compact families of finite sets of integers and weakly null sequences in Banach spaces; A semifilter approach to selection principles II: tau^*-covers; Parametrizing the abstract Ellentuck theorem; A notion of selective ultrafilter corresponding to topological Ramsey spaces; Compact spaces generated by retractions; Gromov-Hausdorff ultrametric; Computing the complexity of the relation of isometry between separable Banach spaces; On some classes of Lindelöf Sigma-spaces; On the depth of Boolean algebras. Problem of the Issue.△ Less
Consequences of the background in piezoresponse force microscopy on the imaging of ferroelectric domain structures,"Authors:T. Jungk,A. Hoffmann,E. Soergel","Abstract:The interpretation of ferroelectric domain images obtained with piezoresponse force microscopy (PFM) is discussed. The influences of an inherent experimental background on the domain contrast in PFM images (enhancement, nulling, inversion) as well as on the shape and the location of the domain boundaries are described. We present experimental results to evidence our analysis of the influence of…▽ MoreThe interpretation of ferroelectric domain images obtained with piezoresponse force microscopy (PFM) is discussed. The influences of an inherent experimental background on the domain contrast in PFM images (enhancement, nulling, inversion) as well as on the shape and the location of the domain boundaries are described. We present experimental results to evidence our analysis of the influence of the background on the domain contrast in PFM images.△ Less"
"Twin spin/charge roton mode and superfluid density: primary determining factors of $T_{c}$ in high-$T_{c}$ superconductors observed by neutron, ARPES, and $μ$SR",Authors:Y. J. Uemura,"Abstract:In the quest for primary factors which determine the transition temperature $T_{c}$ of high-$T_{c}$ cuprate superconductors (HTSC), we develop a phenomenological picture combining experimental results from muon spin relaxation ($μ$SR), neutron and Raman scattering, and angle-resolved photoemission (ARPES) measurements, guided by an analogy with superfluid $^{4}$He. The 41 meV neutron resonance m…▽ MoreIn the quest for primary factors which determine the transition temperature $T_{c}$ of high-$T_{c}$ cuprate superconductors (HTSC), we develop a phenomenological picture combining experimental results from muon spin relaxation ($μ$SR), neutron and Raman scattering, and angle-resolved photoemission (ARPES) measurements, guided by an analogy with superfluid $^{4}$He. The 41 meV neutron resonance mode and the ARPES superconducting coherence peak (SCP) can be viewed as direct observations of spin and charge soft modes, respectively, appearing near ($π,π$) and the center of the Brillouin zone, having identical energy transfers and dispersion relations. We present a conjecture that the mode energy of this twin spin/charge collective excitation, as a roton analogue in HTSC, plays a primary role in determining $T_{c}$, together with the superfluid density $n_{s}/m^{*}$ at $T \to 0$. We further propose a microscopic model for pairing based on a resonant spin-charge motion, which explains the extremely strong spin-charge coupling, relevant energy scales, disappearence of pairing in the overdoped region, and the contrasting spin-sensitivities of nodal and antinodal charges in HTSC systems. Comparing collective versus single-particle excitations, pair formation versus condensation, and local versus long-range phase coherence, we argue that many fundamental features of HTSC systems, including the region of the Nernst effect, can be understood in terms of condensation and fluctuation phenomena of bosonic correlations formed above $T_{c}$.△ Less"
Ordering Algorithms and Confidence Intervals in the Presence of Nuisance Parameters,Authors:Giovanni Punzi,"Abstract:We discuss some issues arising in the evaluation of confidence intervals in the presence of nuisance parameters (systematic uncertainties) by means of direct Neyman construction in multi-dimensional space. While this kind of procedure provides rigorous coverage, it may be affected by large overcoverage, and/or produce results with counterintuitive behavior with respect to the uncertainty on the…▽ MoreWe discuss some issues arising in the evaluation of confidence intervals in the presence of nuisance parameters (systematic uncertainties) by means of direct Neyman construction in multi-dimensional space. While this kind of procedure provides rigorous coverage, it may be affected by large overcoverage, and/or produce results with counterintuitive behavior with respect to the uncertainty on the nuisance parameters, or other undesirable properties. We describe a choice of ordering algorithm that provides results with good general properties, the correct behavior for small uncertainties, and limited overcoverage.△ Less"
"Likelihood ratio intervals with Bayesian treatment of uncertainties: coverage, power and combined experiments","Authors:Jan Conrad,Fredrik Tegenfeldt",Abstract:In this note we present studies of coverage and power for confidence intervals for a Poisson process with known background calculated using the Likelihood ratio (aka Feldman & Cousins) ordering with Bayesian treatment of uncertainties in nuisance parameters. We consider both the variant where the Bayesian integration is done in both the numerator and the denominator and the modification where th…▽ MoreIn this note we present studies of coverage and power for confidence intervals for a Poisson process with known background calculated using the Likelihood ratio (aka Feldman & Cousins) ordering with Bayesian treatment of uncertainties in nuisance parameters. We consider both the variant where the Bayesian integration is done in both the numerator and the denominator and the modification where the integration is done only in the numerator whereas in the denominator the likelihood is taken at the maximum likelihood estimate of the parameters. Furthermore we discuss how measurements can be combined in this framework and give an illustration with limits on the branching ratio of a rare B-meson decay recently presented by CDF/D0. A set of C++ classes has been developed which can be used to calculate confidence intervals for single or combining multiple experiments using the above algorithms and considering a variety of parameterizations to describe the uncertainties.△ Less
Statistical Challenges for Searches for New Physics at the LHC,Authors:Kyle Cranmer,"Abstract:Because the emphasis of the LHC is on 5 sigma discoveries and the LHC environment induces high systematic errors, many of the common statistical procedures used in High Energy Physics are not adequate. I review the basic ingredients of LHC searches, the sources of systematics, and the performance of several methods. Finally, I indicate the methods that seem most promising for the LHC and areas t…▽ MoreBecause the emphasis of the LHC is on 5 sigma discoveries and the LHC environment induces high systematic errors, many of the common statistical procedures used in High Energy Physics are not adequate. I review the basic ingredients of LHC searches, the sources of systematics, and the performance of several methods. Finally, I indicate the methods that seem most promising for the LHC and areas that are in need of further study.△ Less"
Quasiconvexity versus group invariance,Authors:Marius Buliga,"Abstract:The lower invariance under a given arbitrary group of diffeomorphisms extends the notion of quasiconvexity. The non-commutativity of the group operation (the function composition) modifies the classical equivalence between lower semicontinuity and quasiconvexity.
  In this context null lagrangians are particular cases of integral invariants of the group.
  Developments of parts of this paper can…▽ MoreThe lower invariance under a given arbitrary group of diffeomorphisms extends the notion of quasiconvexity. The non-commutativity of the group operation (the function composition) modifies the classical equivalence between lower semicontinuity and quasiconvexity.
  In this context null lagrangians are particular cases of integral invariants of the group.
  Developments of parts of this paper can be found in math.FA/0105097 . Further informations at http://irmi.epfl.ch/cag/buliga_necv.html .△ Less"
"Compressions, convex geometry and the Freiman-Bilu theorem","Authors:Ben Green,Terence Tao","Abstract:We note a link between combinatorial results of Bollobás and Leader concerning sumsets in the grid, the Brunn-Minkowski theorem and a result of Freiman and Bilu concerning the structure of sets of integers with small doubling.
  Our main result is the following. If eps > 0 and if A is a finite nonempty subset of a torsion-free abelian group with |A + A| <= K|A|, then A may be covered by exp(K^C)…▽ MoreWe note a link between combinatorial results of Bollobás and Leader concerning sumsets in the grid, the Brunn-Minkowski theorem and a result of Freiman and Bilu concerning the structure of sets of integers with small doubling.
  Our main result is the following. If eps > 0 and if A is a finite nonempty subset of a torsion-free abelian group with |A + A| <= K|A|, then A may be covered by exp(K^C) progressions of dimension [log_2 K + eps] and size at most |A|.△ Less"
Towards Reconciliation between Bayesian and Frequentist Reasoning,"Authors:Tomaz Podobnik,Tomi Zivko","Abstract:A theory of quantitative inference about the parameters of sampling distributions is constructed deductively by following very general rules, referred to as the Cox-Polya-Jaynes Desiderata. The inferences are made in terms of probability distributions that are assigned to the parameters. The Desiderata, focusing primarily on consistency of the plausible reasoning, lead to unique assignments of t…▽ MoreA theory of quantitative inference about the parameters of sampling distributions is constructed deductively by following very general rules, referred to as the Cox-Polya-Jaynes Desiderata. The inferences are made in terms of probability distributions that are assigned to the parameters. The Desiderata, focusing primarily on consistency of the plausible reasoning, lead to unique assignments of these probabilities in the case of sampling distributions that are invariant under Lie groups. In the scalar cases, e.g. in the case of inferring a single location or scale parameter, the requirement for logical consistency is equivalent to the requirement for calibration: the consistent probability distributions are automatically also the ones with the exact calibration and vice versa. This equivalence speaks in favour of reconciliation between the Bayesian and Frequentist schools of reasoning.△ Less"
NMR Quantum Information Processing with Para-Hydrogen,Authors:M. S. Anwar,"Abstract:This thesis addresses the problems of initialization and separability in liquid state NMR based quantum information processors. We prepare pure quantum states lying above the entanglement threshold. Our pure state quantum computer derives its purity from the highly polarized nuclear spin states in the para-hydrogen molecule. The thesis begins with a critique of conventional NMR based quantum inf…▽ MoreThis thesis addresses the problems of initialization and separability in liquid state NMR based quantum information processors. We prepare pure quantum states lying above the entanglement threshold. Our pure state quantum computer derives its purity from the highly polarized nuclear spin states in the para-hydrogen molecule. The thesis begins with a critique of conventional NMR based quantum information processing outlining the major strengths and weaknesses of the technology. We describe the enhanced magnetic ordering of the nuclear spin states in para-hydrogen and an initialization experiment exploiting this effect to achieve pure, entangled states. These states can indeed be used as initial states in implementing quantum algorithms: we describe mplementations of the Deutsch and the Grover quantum algorithms. The ""twirl"" operation converts a completely arbitrary input state to a Werner singlet. The NMR implementation of this operation is taken up. We also analyze the possibility of sharing the purity of some highly polarized qubits in a quantum computer onto quantum subspaces of arbitrary dimensions, and whether these sharing operations increase or decrease the likelihood of entanglement.△ Less"
Glueball Regge Trajectories,Authors:Harvey B. Meyer,"Abstract:We investigate the spectrum of glueballs in 3D and 4D SU(N) gauge theories. Our motivation is to determine whether the states lie on straight Regge trajectories. To this end we develop new lattice techniques to reliably determine the states carrying higher spin. It has been conjectured for a long time that glueballs are the physical states lying on the pomeron, the trajectory responsible for the…▽ MoreWe investigate the spectrum of glueballs in 3D and 4D SU(N) gauge theories. Our motivation is to determine whether the states lie on straight Regge trajectories. To this end we develop new lattice techniques to reliably determine the states carrying higher spin. It has been conjectured for a long time that glueballs are the physical states lying on the pomeron, the trajectory responsible for the slowly rising hadronic cross-sections at large centre-of-mass energy.△ Less"
